date,code,title,price,market_cap,number_of_investors,number_of_shares
2022-09-21,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.893701,222137637.47,3287.0,76765939.0
2022-09-21,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.74167,131829743.76,2854.0,75691568.0
2022-09-21,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.923919,152009338.42,2757.0,38739164.0
2022-09-21,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.259331,805648650.38,2868.0,639743207.0
2022-09-21,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.313779,152234945.87,4845.0,115875651.0
2022-09-22,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.93404,154404695.2,2768.0,39248382.0
2022-09-22,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.25993,797180988.65,2851.0,632718672.0
2022-09-22,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.308786,152916875.99,4849.0,116838726.0
2022-09-22,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.735099,131314831.18,2855.0,75681455.0
2022-09-22,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.881934,222564797.51,3293.0,77227583.0
2022-09-23,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.260528,800741357.25,2853.0,635243042.0
2022-09-23,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.943149,227053079.85,3297.0,77146301.0
2022-09-23,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.319825,154128623.53,4853.0,116779551.0
2022-09-23,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.735896,131454515.95,2843.0,75727179.0
2022-09-23,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.938558,155125335.56,2787.0,39386324.0
2022-09-26,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.332003,155654407.34,4871.0,116857403.0
2022-09-26,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.953787,227926420.06,3325.0,77164147.0
2022-09-26,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.74831,131707354.05,2829.0,75334089.0
2022-09-26,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.917829,154602885.1,2794.0,39461371.0
2022-09-26,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.262303,801992257.44,2828.0,635340320.0
2022-09-27,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.909775,153915894.66,2788.0,39366942.0
2022-09-27,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.326421,156335297.62,4899.0,117862485.0
2022-09-27,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.931726,226188578.99,3338.0,77152028.0
2022-09-27,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.700981,128222846.74,2805.0,75381711.0
2022-09-27,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.262893,801555828.03,2817.0,634697948.0
2022-09-28,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.327453,157541738.29,4890.0,118679731.0
2022-09-28,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.918343,224268129.13,3329.0,76847750.0
2022-09-28,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.263484,810888824.7,2810.0,641787977.0
2022-09-28,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.714864,128467912.39,2802.0,74914334.0
2022-09-28,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.907489,153939269.56,2791.0,39395954.0
2022-09-29,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.667727,121910584.66,2798.0,73099860.0
2022-09-29,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.264079,794006474.84,2793.0,628130239.0
2022-09-29,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.866127,221138714.62,3327.0,77155929.0
2022-09-29,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.878458,151289673.49,2786.0,39007688.0
2022-09-29,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.302377,153432579.71,4862.0,117809657.0
2022-09-30,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.264676,776553762.23,2771.0,614033541.0
2022-09-30,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.708962,114783592.93,2801.0,67165676.0
2022-09-30,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.921474,153020338.48,2787.0,39021131.0
2022-09-30,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.292871,150302052.06,4848.0,116254474.0
2022-09-30,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.840929,218581435.68,3334.0,76940139.0
2022-10-03,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.89618,221959584.96,3335.0,76638740.0
2022-10-03,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.753058,118053293.72,2805.0,67341335.0
2022-10-03,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.323591,152123454.88,4813.0,114932381.0
2022-10-03,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.976299,155741195.09,2801.0,39167372.0
2022-10-03,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.266578,726591072.62,2748.0,573664792.0
2022-10-04,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.002571,228313888.9,3336.0,76039454.0
2022-10-04,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.376921,158783230.75,4827.0,115317624.0
2022-10-04,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.767623,119907338.36,2799.0,67835353.0
2022-10-04,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.970537,155947665.95,2817.0,39276214.0
2022-10-04,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.267201,717930372.79,2752.0,566547975.0
2022-10-05,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.862258,114984955.59,2793.0,61744927.0
2022-10-05,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.058517,160346192.99,2828.0,39508566.0
2022-10-05,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.088161,235831105.67,3354.0,76366191.0
2022-10-05,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.420198,164203220.81,4844.0,115619938.0
2022-10-05,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.267826,721144146.53,2752.0,568803695.0
2022-10-06,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.867267,112542161.92,2777.0,60271045.0
2022-10-06,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.152794,242065845.72,3378.0,76778202.0
2022-10-06,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.268445,710695246.0,2765.0,560288706.0
2022-10-06,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.465499,170659573.9,4900.0,116451480.0
2022-10-06,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.079001,161481531.69,2834.0,39588505.0
2022-10-07,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.201436,243931065.05,3414.0,76194271.0
2022-10-07,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.853779,106846139.56,2775.0,57636927.0
2022-10-07,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.479124,176492471.11,5008.0,119322264.0
2022-10-07,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.201436,243931065.05,3414.0,76194271.0
2022-10-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.092138,156947081.75,2852.0,38353322.0
2022-10-07,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.853779,106846139.56,2775.0,57636927.0
2022-10-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.092138,156947081.75,2852.0,38353322.0
2022-10-07,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.479124,176492471.11,5008.0,119322264.0
2022-10-07,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.269058,724726246.26,2780.0,571074322.0
2022-10-07,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.269058,724726246.26,2780.0,571074322.0
2022-10-10,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.270877,747295853.29,2788.0,588015906.0
2022-10-10,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.243838,249930210.21,3452.0,77047694.0
2022-10-10,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.493614,190243825.7,5078.0,127371445.0
2022-10-10,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.858985,106016709.71,2775.0,57029346.0
2022-10-10,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.076191,156359610.81,2850.0,38359244.0
2022-10-11,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.803882,103296816.6,2760.0,57263611.0
2022-10-11,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.271487,737835613.38,2775.0,580293663.0
2022-10-11,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.255926,255769484.1,3527.0,78555070.0
2022-10-11,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.010988,154101914.79,2838.0,38419941.0
2022-10-11,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.506455,195472473.57,5176.0,129756602.0
2022-10-12,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.988003,149991927.22,2818.0,37610786.0
2022-10-12,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.272076,701003551.92,2798.0,551070286.0
2022-10-12,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.767754,94595571.9,2774.0,53511716.0
2022-10-12,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.265497,261222000.14,3581.0,79994555.0
2022-10-12,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.499707,199124866.62,5269.0,132775826.0
2022-10-13,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.775636,95844282.97,2777.0,53977437.0
2022-10-13,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.251861,262873251.3,3625.0,80837784.0
2022-10-13,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.501571,201351330.2,5313.0,134093818.0
2022-10-13,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.272683,663685522.77,2793.0,521485300.0
2022-10-13,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.977271,149252530.06,2805.0,37526369.0
2022-10-14,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.299513,268856375.87,3637.0,81483653.0
2022-10-14,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.519344,204845545.93,5367.0,134824986.0
2022-10-14,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.273299,672745336.81,2784.0,528348088.0
2022-10-14,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.743721,94521875.08,2781.0,54207002.0
2022-10-14,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.9918,149004675.3,2817.0,37327691.0
2022-10-17,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.741701,95809026.98,2783.0,55008896.0
2022-10-17,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.552669,211551888.01,5447.0,136250456.0
2022-10-17,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.275136,666011601.15,2813.0,522306514.0
2022-10-17,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.958689,148134901.82,2820.0,37420196.0
2022-10-17,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.355466,273128854.75,3683.0,81398177.0
2022-10-18,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.627045,230637970.84,5653.0,141752631.0
2022-10-18,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.73227,95121076.34,2776.0,54911226.0
2022-10-18,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.275739,693237467.6,2813.0,543400892.0
2022-10-18,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.946292,147705281.02,2811.0,37428880.0
2022-10-18,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.493533,287564880.04,3796.0,82313492.0
2022-10-19,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.940725,147447102.24,2808.0,37416233.0
2022-10-19,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.61952,238532236.71,5840.0,147285734.0
2022-10-19,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.276277,969488660.85,2812.0,759622530.0
2022-10-19,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.726007,96208848.94,2762.0,55740716.0
2022-10-19,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.465542,295493141.66,3884.0,85266079.0
2022-10-20,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.937657,146849689.44,2794.0,37293669.0
2022-10-20,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.276864,805262271.39,2801.0,630656304.0
2022-10-20,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.717357,94688426.1,2752.0,55136123.0
2022-10-20,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.485477,312415246.03,3935.0,89633434.0
2022-10-20,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.651592,249840894.92,5994.0,151272805.0
2022-10-21,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.277456,781014171.19,2813.0,611382237.0
2022-10-21,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.905479,144995810.5,2789.0,37126251.0
2022-10-21,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.51709,320727271.15,4007.0,91191081.0
2022-10-21,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.66645,258487800.77,6191.0,155112878.0
2022-10-21,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.714092,92182607.65,2752.0,53779256.0
2022-10-24,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.897731,145039058.24,2778.0,37211150.0
2022-10-24,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.702891,91602172.02,2752.0,53792138.0
2022-10-24,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.68594,269766419.81,6379.0,160009504.0
2022-10-24,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.581936,334971316.19,4067.0,93516842.0
2022-10-24,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.279208,771964829.2,2801.0,603470729.0
2022-10-25,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.74091,94608352.44,2749.0,54344189.0
2022-10-25,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.279788,785170616.72,2787.0,613515968.0
2022-10-25,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.636236,350742867.21,4167.0,96457663.0
2022-10-25,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.941433,146899952.89,2761.0,37270695.0
2022-10-25,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.695917,280879510.72,6678.0,165621054.0
2022-10-26,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.696252,300445413.87,6877.0,177123105.0
2022-10-26,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.933757,146553954.97,2746.0,37255463.0
2022-10-26,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.280383,772202092.54,2790.0,603102404.0
2022-10-26,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.599046,364549867.6,4266.0,101290692.0
2022-10-26,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.741334,94568425.41,2739.0,54308043.0
2022-10-27,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.280978,772543958.95,2799.0,603089245.0
2022-10-27,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.638021,377026477.52,4350.0,103635038.0
2022-10-27,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.70722,318187778.11,7024.0,186377673.0
2022-10-27,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.773289,92769679.07,2738.0,52315028.0
2022-10-27,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.987909,148774158.31,2745.0,37306303.0
2022-10-28,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.623165,381510683.76,4350.0,105297638.0
2022-10-28,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.281576,753503985.09,2821.0,587950928.0
2022-10-28,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.977284,149480756.98,2745.0,37583630.0
2022-10-28,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.7159,333730454.89,7174.0,194492905.0
2022-10-28,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.7739,93740600.16,2726.0,52844348.0
2022-10-31,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.97572,147539315.66,2745.0,37110087.0
2022-10-31,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.773576,92400732.44,2722.0,52098544.0
2022-10-31,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.600291,376627220.0,4410.0,104610206.0
2022-10-31,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.283349,774134399.15,2762.0,603214351.0
2022-10-31,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.704354,337221014.76,7257.0,197858560.0
2022-11-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.928815,146173203.87,2737.0,37205414.0
2022-11-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.64577,390736037.99,4508.0,107175184.0
2022-11-01,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.28396,718198464.72,2761.0,559361847.0
2022-11-01,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.744123,350464315.55,7468.0,200940131.0
2022-11-01,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.768077,92111332.18,2711.0,52096898.0
2022-11-02,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.955561,146813172.39,2732.0,37115636.0
2022-11-02,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.791303,368467772.16,7662.0,205698178.0
2022-11-02,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.28457,724339686.52,2759.0,563877096.0
2022-11-02,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.743091,409727270.81,4597.0,109462283.0
2022-11-02,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.754174,91285311.47,2718.0,52038908.0
2022-11-03,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.797174,420384517.56,4685.0,110709832.0
2022-11-03,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.955562,146704809.92,2726.0,37088238.0
2022-11-03,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.791738,382985052.25,7934.0,213750594.0
2022-11-03,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.285178,727221876.73,2785.0,565852847.0
2022-11-03,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.791419,93904061.37,2710.0,52418825.0
2022-11-04,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.83454,441660417.51,4787.0,115179518.0
2022-11-04,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.74138,91965557.4,2712.0,52811870.0
2022-11-04,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.821085,406625680.28,8136.0,223287576.0
2022-11-04,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.898493,144727004.49,2718.0,37123832.0
2022-11-04,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.285787,730166609.04,2791.0,567875278.0
2022-11-07,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.287631,744448537.02,2827.0,578153752.0
2022-11-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,3.946149,142513115.22,2723.0,36114481.0
2022-11-07,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.772521,93163959.18,2713.0,52560157.0
