date,code,title,price,market_cap,number_of_investors,number_of_shares
2022-11-07,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.855076,424221013.77,8362.0,228681202.0
2022-11-07,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.888667,451268416.98,4877.0,116047066.0
2022-11-08,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.890372,446030017.68,8655.0,235948256.0
2022-11-08,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.288246,742519908.03,2822.0,576380404.0
2022-11-08,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.014552,145447361.76,2722.0,36230034.0
2022-11-08,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.834758,97234316.02,2714.0,52995717.0
2022-11-08,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.925412,466333044.28,5006.0,118798503.0
2022-11-09,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.288862,752167365.5,2818.0,583590372.0
2022-11-09,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.911268,479578410.77,8827.0,250921544.0
2022-11-09,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.828368,95991059.12,2711.0,52500945.0
2022-11-09,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.004408,144729424.01,2713.0,36142531.0
2022-11-09,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.936942,486346563.22,5155.0,123534087.0
2022-11-10,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.289488,756435773.38,2839.0,586617149.0
2022-11-10,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.858939,95901708.76,2698.0,51589497.0
2022-11-10,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.906703,496290054.32,9034.0,260287087.0
2022-11-10,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.92538,509513886.82,5259.0,129799892.0
2022-11-10,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.098641,142895200.7,2713.0,34864046.0
2022-11-11,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.870663,95785671.26,2693.0,51204129.0
2022-11-11,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.290128,739473593.38,2845.0,573178361.0
2022-11-11,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),3.979796,532849652.86,5337.0,133888694.0
2022-11-11,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.923579,511314985.27,9201.0,265814423.0
2022-11-11,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.090527,141387935.32,2703.0,34564721.0
2022-11-14,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.181005,143735009.33,2702.0,34378102.0
2022-11-14,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.292013,750423224.36,2936.0,580816996.0
2022-11-14,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.928245,98206641.67,2704.0,50930593.0
2022-11-14,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.935554,523756049.47,9326.0,270597550.0
2022-11-14,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.013751,538201913.97,5416.0,134089528.0
2022-11-15,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.292643,782840152.68,3000.0,605611867.0
2022-11-15,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.95845,547571540.72,9504.0,279594312.0
2022-11-15,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.934553,97834270.5,2726.0,50572023.0
2022-11-15,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.135079,559392468.73,5557.0,135279752.0
2022-11-15,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.211387,144638881.29,2691.0,34344717.0
2022-11-16,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.939189,106262248.19,2750.0,54797251.0
2022-11-16,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.293268,815098025.8,3076.0,630262049.0
2022-11-16,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.255088,144464699.62,2711.0,33951049.0
2022-11-16,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.184114,599112953.18,5713.0,143187526.0
2022-11-16,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.976112,565776309.72,9646.0,286307779.0
2022-11-17,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.949172,109696447.69,2765.0,56278485.0
2022-11-17,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.265804,148692243.03,2742.0,34856793.0
2022-11-17,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.942851,566502524.02,9768.0,291583078.0
2022-11-17,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.293902,833170833.12,3100.0,643921239.0
2022-11-17,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.106093,597727716.97,5864.0,145570912.0
2022-11-18,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.91556,109874640.16,2775.0,57359025.0
2022-11-18,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.2295,151038217.28,2748.0,35710653.0
2022-11-18,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.929066,563885361.39,9823.0,292310032.0
2022-11-18,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.021235,610443567.43,5978.0,151805014.0
2022-11-18,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.294529,852703271.43,3157.0,658697817.0
2022-11-21,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),1.96715,560223678.2,9756.0,284789450.0
2022-11-21,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.296422,874234339.35,3208.0,674343926.0
2022-11-21,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.916547,110077098.36,2783.0,57435126.0
2022-11-21,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.215928,150138231.84,2747.0,35612147.0
2022-11-21,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.095742,623991353.46,5965.0,152351229.0
2022-11-22,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.297044,940349551.39,3208.0,724994350.0
2022-11-22,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.884277,103499676.76,2779.0,54928048.0
2022-11-22,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.174878,148755746.18,2737.0,35631163.0
2022-11-22,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.00483,574112722.07,9824.0,286364833.0
2022-11-22,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.169047,636258948.33,6012.0,152614964.0
2022-11-23,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.879445,103012660.05,2783.0,54810141.0
2022-11-23,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.06355,595060668.16,10033.0,288367444.0
2022-11-23,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.297669,956080840.61,3191.0,736767693.0
2022-11-23,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.308235,668391372.54,6081.0,155142735.0
2022-11-23,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.174382,150462184.65,2733.0,36044183.0
2022-11-24,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.103746,598526468.19,10290.0,284505126.0
2022-11-24,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.2983,941064926.15,3211.0,724844154.0
2022-11-24,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.173159,149144410.01,2724.0,35738974.0
2022-11-24,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.335199,687906907.31,6220.0,158679422.0
2022-11-24,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.883955,104790880.69,2788.0,55622818.0
2022-11-25,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.131198,633483696.55,10523.0,297243057.0
2022-11-25,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.298933,933471658.01,3193.0,718645120.0
2022-11-25,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.190022,148851507.95,2715.0,35525233.0
2022-11-25,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.383675,720299624.7,6315.0,164314102.0
2022-11-25,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.920441,107235734.27,2797.0,55839115.0
2022-11-28,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.160322,654381869.72,10789.0,302909350.0
2022-11-28,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.92443,106396608.69,2805.0,55287349.0
2022-11-28,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.300842,909054648.64,3225.0,698820387.0
2022-11-28,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.204755,145569853.77,2720.0,34620296.0
2022-11-28,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.469537,751030565.53,6408.0,168033180.0
2022-11-29,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.20549,146481654.32,2702.0,34831055.0
2022-11-29,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.17316,693523205.34,11114.0,319131150.0
2022-11-29,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.898192,104851458.79,2812.0,55237549.0
2022-11-29,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.479824,771552121.32,6573.0,172228237.0
2022-11-29,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.301477,909301117.71,3213.0,698668397.0
2022-11-30,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.302104,907590366.85,3162.0,697018226.0
2022-11-30,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.204247,147873142.08,2703.0,35172321.0
2022-11-30,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.206575,716552192.69,11280.0,324734987.0
2022-11-30,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.523106,813358661.08,6681.0,179823019.0
2022-11-30,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.895961,105169975.74,2827.0,55470539.0
2022-12-01,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.586896,848380957.9,6799.0,184957543.0
2022-12-01,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.912032,108275586.45,2835.0,56628535.0
2022-12-01,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.234487,736395452.03,11487.0,329559111.0
2022-12-01,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.302753,854890793.03,3137.0,656218555.0
2022-12-01,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.209048,147121028.71,2692.0,34953518.0
2022-12-02,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.68652,889552738.26,6976.0,189810944.0
2022-12-02,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.301131,778972089.55,11771.0,338517076.0
2022-12-02,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.303434,789335903.21,3147.0,605581971.0
2022-12-02,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.265081,149281379.87,2696.0,35000832.0
2022-12-02,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.95366,110888682.41,2844.0,56759465.0
2022-12-05,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.989381,112965627.04,2870.0,56784310.0
2022-12-05,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.68805,925444949.3,7177.0,197405091.0
2022-12-05,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.305414,803158095.62,3203.0,615251430.0
2022-12-05,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.315528,151193678.09,2695.0,35034803.0
2022-12-05,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.335888,809166006.96,12145.0,346406166.0
2022-12-06,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.99033,113842705.7,2903.0,57197894.0
2022-12-06,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.306063,828651013.87,3245.0,634464783.0
2022-12-06,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.315241,150393132.39,2694.0,34851615.0
2022-12-06,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.366992,835718731.12,12721.0,353071992.0
2022-12-06,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.306063,828651013.87,3245.0,634464783.0
2022-12-06,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.725527,953398796.21,7362.0,201755011.0
2022-12-06,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.315241,150393132.39,2694.0,34851615.0
2022-12-06,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.99033,113842705.7,2903.0,57197894.0
2022-12-06,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.725527,953398796.21,7362.0,201755011.0
2022-12-06,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.366992,835718731.12,12721.0,353071992.0
2022-12-07,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.306704,839237870.98,3304.0,642255388.0
2022-12-07,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.734127,973216813.18,7482.0,205574724.0
2022-12-07,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.978795,113429316.69,2934.0,57322426.0
2022-12-07,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.271498,150448300.75,2699.0,35221436.0
2022-12-07,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.361072,872235452.79,13324.0,369423423.0
2022-12-08,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.307345,847351572.48,3357.0,648146753.0
2022-12-08,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.629845,975300832.02,7639.0,210655185.0
2022-12-08,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.962922,113614635.07,2959.0,57880367.0
2022-12-08,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.293727,153662972.69,2699.0,35787781.0
2022-12-08,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.323898,910831530.37,13753.0,391941188.0
2022-12-09,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.299151,154869473.2,2699.0,36023266.0
2022-12-09,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.324741,931966196.66,13997.0,400890278.0
2022-12-09,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.61608,1008262681.45,7746.0,218424010.0
2022-12-09,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.307976,864763108.0,3379.0,661145868.0
2022-12-09,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.982035,116339854.63,2977.0,58697163.0
2022-12-12,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.995795,119057362.59,2999.0,59654117.0
2022-12-12,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.40392,972908954.75,14102.0,404717736.0
2022-12-12,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.73476,1028045478.97,7728.0,217127241.0
2022-12-12,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.309875,862509906.71,3420.0,658467545.0
2022-12-12,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.30363,156642424.08,2698.0,36397745.0
2022-12-13,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,2.009778,119965730.61,3029.0,59691047.0
2022-12-13,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.863423,1114597495.51,7854.0,229179610.0
2022-12-13,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.310487,915651182.79,3441.0,698710566.0
2022-12-13,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.458905,1019251330.47,14658.0,414514250.0
2022-12-13,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.30509,156661799.51,2696.0,36389903.0
2022-12-14,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.327006,157539275.34,2704.0,36408383.0
2022-12-14,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.460341,1078376822.66,14977.0,438303865.0
2022-12-14,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,2.010245,141724973.39,3037.0,70501335.0
2022-12-14,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.91417,1144308226.2,7958.0,232858898.0
2022-12-14,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.311094,919395265.51,3413.0,701242888.0
2022-12-15,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.311724,953841561.31,3408.0,727166610.0
2022-12-15,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.332763,160557505.17,2702.0,37056608.0
2022-12-15,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,2.025316,143494240.84,3052.0,70850291.0
2022-12-15,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.760912,1122217785.89,8083.0,235714901.0
2022-12-15,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.386205,1141980220.9,15170.0,478575982.0
2022-12-16,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.821349,1151645599.31,8177.0,238863766.0
2022-12-16,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.403911,1162323719.77,15292.0,483513724.0
2022-12-16,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.31214,159631936.97,2907.0,37019193.0
2022-12-16,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.312354,952064740.51,3382.0,725463243.0
2022-12-16,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,2.004347,147527720.2,3071.0,73603873.0
2022-12-19,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.298104,361882269.81,3230.0,84195788.0
2022-12-19,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.980916,144257349.81,3101.0,72823546.0
2022-12-19,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.314247,971580436.35,3402.0,739267578.0
2022-12-19,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.822849,1153430681.25,8257.0,239159633.0
2022-12-19,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.412157,1178056528.32,15423.0,488383056.0
2022-12-20,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.91521,1176564884.14,8370.0,239372254.0
2022-12-20,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.332042,611629753.55,3476.0,141187413.0
2022-12-20,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,2.005396,153671151.09,3104.0,76628829.0
2022-12-20,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.31487,994473002.68,3419.0,756327819.0
2022-12-20,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.45522,1199355214.85,15488.0,488492034.0
2022-12-21,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.315448,1131263523.51,3427.0,859983619.0
2022-12-21,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,1.994135,153435586.31,3104.0,76943413.0
2022-12-21,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.373401,800360675.56,3723.0,183006477.0
2022-12-21,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.992472,1208535629.84,8462.0,242071603.0
2022-12-21,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.482918,1208475767.2,15550.0,486715863.0
2022-12-22,HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),2.471849,1210114830.96,15646.0,489558546.0
2022-12-22,KZL,KUVEYT TÜRK ASSET MANAGEMENT GOLD PARTICIPATION FUND,4.390153,1000396756.15,4036.0,227872851.0
2022-12-22,KLU,KUVEYT TÜRK PORTFÖY PARA PİYASASI KATILIM (TL) FONU,1.31601,1131097651.05,3387.0,859490081.0
2022-12-22,KPC,KUVEYT TÜRK PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),4.993046,1213596318.15,8572.0,243057296.0
2022-12-22,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,2.014187,154270431.82,3120.0,76591904.0
2022-12-23,KUT,KUVEYT TÜRK PORTFÖY KIYMETLİ MADENLER KATILIM FONU,2.035282,157276860.32,3131.0,77275221.0
